movieId,title,genres,year,imdbId,imdbLink,poster,youtubeId,tags,r_counter
1440,Amos & Andrew,Comedy,1993,0106266,http://www.imdb.com/title/tt106266,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMTQ5NDI5Ml5BMl5BanBnXkFtZTYwMzk4MDA5._V1_UX182_CR0,0,182,268_AL_.jpg",vemvP58rEWs,None,2
1441,Benny & Joon,"Comedy, Romance",1993,0106387,http://www.imdb.com/title/tt106387,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMzkyNjIzMl5BMl5BanBnXkFtZTcwMDMyNDcyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",AL-5_ceNc-s,"['mental illness', 'Not Seen']",19
1442,Prefontaine,Drama,1997,0119937,http://www.imdb.com/title/tt119937,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2MzE0NjQ0Nl5BMl5BanBnXkFtZTcwMzUxMjkxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",FmtqzdHOECc,None,5
1445,McHale's Navy,"Comedy, War",1997,0119640,http://www.imdb.com/title/tt119640,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MzEzODMxM15BMl5BanBnXkFtZTcwNjg4ODAwMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",K_MLWXe3PCc,None,7
1446,Kolya (Kolja),"Comedy, Drama",1996,0116790,http://www.imdb.com/title/tt116790,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNTAyMTE1Nl5BMl5BanBnXkFtZTcwMzk4NTgxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",TJ7XTi9S_Ag,['In Netflix queue'],7
1447,Gridlock'd,Crime,1997,0119225,http://www.imdb.com/title/tt119225,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3OTQ5OTMwM15BMl5BanBnXkFtZTcwODI4MTU1MQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",Zz12rUg_15c,None,4
1449,Waiting for Guffman,Comedy,1996,0118111,http://www.imdb.com/title/tt118111,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5ODAzMDA4NF5BMl5BanBnXkFtZTcwNjc0MTkxMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",fmkjNb3jiJc,['mockumentary'],24
1453,"Beautician and the Beast, The","Comedy, Romance",1997,0118691,http://www.imdb.com/title/tt118691,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzE5Njc5MjMxN15BMl5BanBnXkFtZTcwNjI0MDAwMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",uKIKvg8NRqU,None,3
1454,SubUrbia,"Comedy, Drama",1997,0120238,http://www.imdb.com/title/tt120238,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjMxODA3MWItNzVlZS00MzQ0LTljZjYtMzhhNmNjMWFjYTY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",sHxxbcI8g6A,None,6
1456,"Pest, The",Comedy,1997,0119887,http://www.imdb.com/title/tt119887,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NjYzOTMzNF5BMl5BanBnXkFtZTYwMTU1NTk4._V1_UX182_CR0,0,182,268_AL_.jpg",_2ZlZxtNll8,None,1
1457,Fools Rush In,"Comedy, Drama, Romance",1997,0119141,http://www.imdb.com/title/tt119141,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0NDQyODM3MF5BMl5BanBnXkFtZTcwMjc1NTkxMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",R2xe_xxuiUY,None,12
1458,Touch,"Drama, Fantasy, Romance",1997,0120357,http://www.imdb.com/title/tt120357,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwMzE0OTU3Nl5BMl5BanBnXkFtZTcwNTI1OTEyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",XKROiIVYhnU,None,1
1459,Absolute Power,"Mystery, Thriller",1997,0118548,http://www.imdb.com/title/tt118548,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDFlNTZmOGYtYmE0ZC00OTE4LWI5YzctNmZmZDU3M2ZiMmI4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR0,0,182,268_AL_.jpg",l2Q7eIl6Ruk,None,12
1460,That Darn Cat,"Children, Comedy, Mystery",1997,0120317,http://www.imdb.com/title/tt120317,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjAxMjI0MTEtZDI4Yi00OWIzLTkxY2QtZDZhYTZkOGE4N2NiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",7QRxHo7qbqU,None,2
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation),Comedy,1997,0120434,http://www.imdb.com/title/tt120434,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTIwMWEwZmQtMjI1ZS00NDdmLTgwMGItNmFiOTk1ZWQ5NGZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",hRPSSF-T4Ck,None,8
1464,Lost Highway,"Crime, Drama, Fantasy, Film-Noir, Mystery, Romance",1997,0116922,http://www.imdb.com/title/tt116922,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWUxOWY4NDctMDFmMS00ZTQwLWExMGEtODg0ZWNhOTE5NzZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR2,0,182,268_AL_.jpg",DMWMCbQxEsE,None,17
1465,Rosewood,"Action, Drama",1997,0120036,http://www.imdb.com/title/tt120036,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwOTA1NjA1OF5BMl5BanBnXkFtZTcwNjY4NTgxMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg",veXzhAxlvxw,None,3
1466,Donnie Brasco,"Crime, Drama",1997,0119008,http://www.imdb.com/title/tt119008,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWQxOGQwY2QtMjcwMS00MDVhLTk3NDQtZjY0YzQ2OGRkNjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR1,0,182,268_AL_.jpg",rsBx_eTVSpQ,['Mafia'],52
1468,Booty Call,"Comedy, Romance",1997,0118750,http://www.imdb.com/title/tt118750,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NTgwODY2M15BMl5BanBnXkFtZTYwNDk4OTE5._V1_UY268_CR2,0,182,268_AL_.jpg",y6vAplEmgsI,None,5
1473,Best Men,"Action, Comedy, Crime, Drama",1997,0118702,http://www.imdb.com/title/tt118702,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyNDg2NzM0N15BMl5BanBnXkFtZTcwMjEwMTAyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",YrMM2d20cAw,None,1
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle),"Children, Comedy",1997,0119432,http://www.imdb.com/title/tt119432,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2Q4MjNjNmYtOGYyZS00OGUzLWI4OTQtZjI0NmFiZTUyZDAwXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UY268_CR0,0,182,268_AL_.jpg",7uQm7SOJymg,['jungle'],11
1475,Kama Sutra: A Tale of Love,Romance,1996,0116743,http://www.imdb.com/title/tt116743,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDY5Njc3OWMtYjQwNS00YzM0LTgxZTItNjVjZDk3MWQxYjEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",5VvSZ57tYIg,None,1
1476,Private Parts,"Comedy, Drama",1997,0119951,http://www.imdb.com/title/tt119951,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyODc5NDAyNF5BMl5BanBnXkFtZTYwMjQyMzM5._V1_UY268_CR3,0,182,268_AL_.jpg",RQFfqUUaNqs,None,26
1477,Love Jones,Romance,1997,0119572,http://www.imdb.com/title/tt119572,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NjYxMDczNV5BMl5BanBnXkFtZTcwODAwODAyMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg",xNMoQ_Cqt4E,None,1
1479,"Saint, The","Action, Romance, Sci-Fi, Thriller",1997,0120053,http://www.imdb.com/title/tt120053,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwMzg0NTg2OF5BMl5BanBnXkFtZTcwMTc5ODAyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",F4JOxijD1ts,None,30
1480,Smilla's Sense of Snow,"Drama, Thriller",1997,0120152,http://www.imdb.com/title/tt120152,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNDAzMzM1Ml5BMl5BanBnXkFtZTYwNDQ3OTU5._V1_UY268_CR2,0,182,268_AL_.jpg",62bq98cZNUc,None,11
1483,Crash,"Drama, Thriller",1996,0115964,http://www.imdb.com/title/tt115964,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjlhMDBlNDQtMjZkZi00NzJmLWI4MTgtZDdkMzZmZDcyZGNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg",vZTYkmAcsvk,None,11
1484,"Daytrippers, The","Comedy, Drama, Mystery, Romance",1996,0116041,http://www.imdb.com/title/tt116041,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4ODM1OTM0Ml5BMl5BanBnXkFtZTcwNjcwODAyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",oK7YDkwSud8,None,3
1485,Liar Liar,Comedy,1997,0119528,http://www.imdb.com/title/tt119528,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjZlYmJjYWYtZDM0NS00YmZlLWIyMTAtMDY5ZTNjZTgwMDhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",C1no75lpOiw,['lawyer'],74
1487,Selena,"Drama, Musical",1997,0120094,http://www.imdb.com/title/tt120094,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGE0Y2RlNmQtZDY0Ni00Njk5LWFiZWUtMzc5N2VlZTBhOGE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",14gyU53hMJk,None,5
1488,"Devil's Own, The","Action, Drama, Thriller",1997,0118972,http://www.imdb.com/title/tt118972,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMDA1OTc4OF5BMl5BanBnXkFtZTgwODc2MzkyMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",RozG2ejdeh8,None,15
1489,Cats Don't Dance,"Animation, Children, Musical",1997,0118829,http://www.imdb.com/title/tt118829,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzNjc5ODEzNl5BMl5BanBnXkFtZTcwOTc1MzEyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",J4SLVwTzjGI,None,2
1490,B*A*P*S,Comedy,1997,0118663,http://www.imdb.com/title/tt118663,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyOTM4Mzk0NV5BMl5BanBnXkFtZTcwNDMyMzQyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",cHPpnwYVV8s,None,2
1493,Love and Other Catastrophes,Romance,1996,0116931,http://www.imdb.com/title/tt116931,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NjkxNDk1OV5BMl5BanBnXkFtZTcwMzA2NDMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",BScnohmeLBY,None,1
1495,Turbo: A Power Rangers Movie,"Action, Adventure, Children",1997,0120389,http://www.imdb.com/title/tt120389,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA2OTc1MzMxNDheQTJeQWpwZ15BbWU3MDM4ODc1MjE@._V1_UY268_CR3,0,182,268_AL_.jpg",NA8LYE7afBM,None,2
1496,Anna Karenina,"Drama, Romance",1997,0118623,http://www.imdb.com/title/tt118623,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxOTgyMzc2NV5BMl5BanBnXkFtZTcwODY4NzUxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",my7icJ-mfmc,['Tolstoy'],1
1497,Double Team,Action,1997,0119013,http://www.imdb.com/title/tt119013,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTEzZTczYjctOGY4Zi00MjFhLWJlMDctZjBiMWU2MDYwZTQ5XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",S3qxgFbThIU,None,3
1498,Inventing the Abbotts,"Drama, Romance",1997,0119381,http://www.imdb.com/title/tt119381,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2Mjk5MzEzMF5BMl5BanBnXkFtZTcwNzY4NzgxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",41N7G1gZSes,None,5
1499,Anaconda,"Action, Adventure, Thriller",1997,0118615,http://www.imdb.com/title/tt118615,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMTU5NjcxNl5BMl5BanBnXkFtZTcwMzE2NDU2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",eZBd836tTfk,None,27
1500,Grosse Pointe Blank,"Comedy, Crime, Romance",1997,0119229,http://www.imdb.com/title/tt119229,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzAwOWUzMGMtMThjMS00YTZiLTgzZTUtZmQ5NDdkN2RlMTE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",IJ7AXKWmWOg,"['hit men', 'reunion']",59
1502,Kissed,"Drama, Romance",1996,0116783,http://www.imdb.com/title/tt116783,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NDEzMDE2Nl5BMl5BanBnXkFtZTcwNDM4NzAzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",0-AjGvCSHmE,None,2
1503,8 Heads in a Duffel Bag,Comedy,1997,0118541,http://www.imdb.com/title/tt118541,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NjU0NDc2Ml5BMl5BanBnXkFtZTcwMTM3NjYxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",l59Ps8fyQ0s,None,4
1507,Paradise Road,"Drama, War",1997,0119859,http://www.imdb.com/title/tt119859,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzOTA1MzYxM15BMl5BanBnXkFtZTcwMzc5NDIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",3C4Khj5D7lI,None,1
1513,Romy and Michele's High School Reunion,Comedy,1997,0120032,http://www.imdb.com/title/tt120032,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyOTE0NjYxNV5BMl5BanBnXkFtZTgwMDA2Mzc2MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",iYPnUrREbRg,['reunion'],29
1514,Temptress Moon (Feng Yue),Romance,1996,0116295,http://www.imdb.com/title/tt116295,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MjE5MTA0N15BMl5BanBnXkFtZTcwNzczMzIyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",None,None,1
1515,Volcano,"Action, Drama, Thriller",1997,0120461,http://www.imdb.com/title/tt120461,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2I2MTFiOWMtY2YzOC00MTZjLTg0NWUtMmZjZWJlZDYwZDZkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg",HcT_Y5fmyuI,None,15
1516,Children of the Revolution,Comedy,1996,0115886,http://www.imdb.com/title/tt115886,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3ODI2MDU5Nl5BMl5BanBnXkFtZTcwMzUyNTQyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",VYtklkIQOqQ,None,1
1517,Austin Powers: International Man of Mystery,"Action, Adventure, Comedy",1997,0118655,http://www.imdb.com/title/tt118655,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTRhZTY0MDItY2I1Yi00MGE3LTk1ZDEtMjA0ZGZhNDQyNGU0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg",JCSMpRHcNuM,None,100
1518,Breakdown,"Action, Thriller",1997,0118771,http://www.imdb.com/title/tt118771,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGQ0Yzc1Y2UtZTRhMi00NTI5LTkyZjgtNjVkZDc0ZGY4OTI2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR3,0,182,268_AL_.jpg",ECIc4pX8zKA,None,13
1519,Broken English,Drama,1996,0115760,http://www.imdb.com/title/tt115760,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NTgwNTE4MV5BMl5BanBnXkFtZTcwMDgwMDIyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Y_AT09bvnPg,None,1
1526,Fathers' Day,Comedy,1997,0119109,http://www.imdb.com/title/tt119109,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNjQyMTcxNl5BMl5BanBnXkFtZTcwMDU2OTUyMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg",fBwwYHSogdE,None,3
1527,"Fifth Element, The","Action, Adventure, Comedy, Sci-Fi",1997,0119116,http://www.imdb.com/title/tt119116,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWFjYmZmZGQtYzg4YS00ZGE5LTgwYzAtZmQwZjQ2NDliMGVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UY268_CR2,0,182,268_AL_.jpg",7-9mTiBawSM,None,116
1529,Nowhere,"Comedy, Drama",1997,0119809,http://www.imdb.com/title/tt119809,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2UwZGE3YmMtYzI1MS00MTcxLWFmNDItOGQ4NmVlMDMxN2RjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",yL7okbGR5Uw,None,3
1533,"Promise, The (La promesse)",Drama,1996,0117398,http://www.imdb.com/title/tt117398,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGQyZmUzMjItM2VjZi00YTAyLWJlZmUtMDIxMzFkZTE0MmExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL_.jpg",OsOi17HJZ5k,None,2
1537,Shall We Dance? (Shall We Dansu?),"Comedy, Drama, Romance",1996,0117615,http://www.imdb.com/title/tt117615,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2Nzk4MTcyMF5BMl5BanBnXkFtZTcwMDI0NDMzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",9rcecBuySJ4,['ballroom dance'],13
1541,Addicted to Love,"Comedy, Romance",1997,0118556,http://www.imdb.com/title/tt118556,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MjA3ODA3MV5BMl5BanBnXkFtZTcwNTgyNTUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",cGqJY4hyRfo,None,10
1542,Brassed Off,"Comedy, Drama, Romance",1996,0115744,http://www.imdb.com/title/tt115744,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMzg2NTk1OV5BMl5BanBnXkFtZTcwMzYxMDMyMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg",FxU9qEltkYk,['In Netflix queue'],7
1544,"Lost World: Jurassic Park, The","Action, Adventure, Sci-Fi, Thriller",1997,0119567,http://www.imdb.com/title/tt119567,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDFlMmM4Y2QtNDg1ZS00MWVlLTlmODgtZDdhYjY5YjdhN2M0XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UY268_CR0,0,182,268_AL_.jpg",CIkOdrJGNy0,['dinosaurs'],67
1545,Ponette,Drama,1996,0117359,http://www.imdb.com/title/tt117359,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NDgzOTI4N15BMl5BanBnXkFtZTcwMDU4NDAyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",w16La-7gliQ,['death'],2
1546,Schizopolis,Comedy,1996,0117561,http://www.imdb.com/title/tt117561,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NDQ5NjQ2MF5BMl5BanBnXkFtZTcwNzU3NDAwMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",f2E7ArARdaE,None,1
1547,Shiloh,"Children, Drama",1997,0120118,http://www.imdb.com/title/tt120118,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2ODIwNDExNV5BMl5BanBnXkFtZTcwMTEwMTU1MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",Y7fGNsgCcHc,None,2
1549,Rough Magic,"Drama, Romance",1995,0114303,http://www.imdb.com/title/tt114303,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5NDk3MzQ3NF5BMl5BanBnXkFtZTcwNjI2NjgwMw@@._V1_UY268_CR110,0,182,268_AL_.jpg",owEh5L1DzwM,None,1
1550,Trial and Error,"Comedy, Romance",1997,0120373,http://www.imdb.com/title/tt120373,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NDA5NzA1M15BMl5BanBnXkFtZTcwNjI2ODEyMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg",4DMkNYxCyKA,None,4
1551,Buddy,"Adventure, Children, Drama",1997,0118787,http://www.imdb.com/title/tt118787,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NzE5NzAwN15BMl5BanBnXkFtZTcwNTE1NjAyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",WMvW_-N9FUM,None,3
1552,Con Air,"Action, Adventure, Thriller",1997,0118880,http://www.imdb.com/title/tt118880,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGZmNGIxMTYtMmVjMy00YzhkLWIyOTktNTExZGFiYjNiNzdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",WXgcE6_xfR0,None,59
1554,"Pillow Book, The","Drama, Romance",1996,0114134,http://www.imdb.com/title/tt114134,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNDYwNzE1N15BMl5BanBnXkFtZTcwMTE1NzgxMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",z4I75Rvb0zo,None,5
1556,Speed 2: Cruise Control,"Action, Romance, Thriller",1997,0120179,http://www.imdb.com/title/tt120179,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTRlOTQ0MzItZjUwYi00MDkwLWIwYTctZTgyNGY3OGQwZWViXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",3279Ry6bN4k,None,19
1562,Batman & Robin,"Action, Adventure, Fantasy, Thriller",1997,0118688,http://www.imdb.com/title/tt118688,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGQ5YTM1NmMtYmIxYy00N2VmLWJhZTYtN2EwYTY3MWFhOTczXkEyXkFqcGdeQXVyNTA2NTI0MTY@._V1_UX182_CR0,0,182,268_AL_.jpg",ORAGHEV890Y,None,42
1564,For Roseanna (Roseanna's Grave),"Comedy, Drama, Romance",1997,0120034,http://www.imdb.com/title/tt120034,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNDcxNjU2OV5BMl5BanBnXkFtZTcwMDMyMzMzMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",_fgp09yxrKI,None,2
1565,Head Above Water,"Comedy, Thriller",1996,0116502,http://www.imdb.com/title/tt116502,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NjYzMjMzOF5BMl5BanBnXkFtZTcwMTAzOTUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",eMNKYXlSjeE,None,1
1566,Hercules,"Adventure, Animation, Children, Comedy, Musical",1997,0119282,http://www.imdb.com/title/tt119282,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDcwYjEyNWItMGI1Mi00MjI1LWIyMDEtMTQ4YjhkNjM4NDU3XkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_UX182_CR0,0,182,268_AL_.jpg",wpM_J-oR_2g,None,31
1569,My Best Friend's Wedding,"Comedy, Romance",1997,0119738,http://www.imdb.com/title/tt119738,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjY4ZTNlMmUtNTQwZS00Mzc0LTgyOTAtODQ0MjIyOTJlNjdkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",p5r92GgKizY,"['romantic comedy', 'wedding', 'weddings']",40
1571,When the Cat's Away (Chacun cherche son chat),"Comedy, Romance",1996,0115856,http://www.imdb.com/title/tt115856,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0OTEyOTY1M15BMl5BanBnXkFtZTYwNzk0NDg5._V1_UY268_CR3,0,182,268_AL_.jpg",F95VjML_PHI,None,2
1572,"Contempt (Mépris, Le)",Drama,1963,0057345,http://www.imdb.com/title/tt57345,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA3MjY5MjQ5ODleQTJeQWpwZ15BbWU4MDU4NjQ5NDIx._V1_UX182_CR0,0,182,268_AL_.jpg",rF0Ju0ONwGU,None,2
1573,Face/Off,"Action, Crime, Drama, Thriller",1997,0119094,http://www.imdb.com/title/tt119094,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzFjNzIxMmEtMzY5NS00YTgzLTkwYWEtN2FjMmY0NmNkZWY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",3zebJ_NoduE,['transplants'],77
1574,Fall,Romance,1997,0119098,http://www.imdb.com/title/tt119098,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzUwMjg1MjcyM15BMl5BanBnXkFtZTcwMTg5NjcyMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg",yAzOPTJpsoE,None,1
1580,Men in Black (a.k.a. MIB),"Action, Comedy, Sci-Fi",1997,0119654,http://www.imdb.com/title/tt119654,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzA2MzI5Nzc0N15BMl5BanBnXkFtZTcwODE2NDU2MQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",uCJHn-ZFH54,['aliens'],165
1581,Out to Sea,Comedy,1997,0119848,http://www.imdb.com/title/tt119848,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MTk0OTU3Ml5BMl5BanBnXkFtZTcwOTYyMjYyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",pBlgCLV1KzI,None,3
1582,Wild America,"Adventure, Children",1997,0120512,http://www.imdb.com/title/tt120512,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDkxOTY0NTg0Ml5BMl5BanBnXkFtZTcwMjkwMzEyMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg",tC-MNWJ87Cg,None,5
1583,"Simple Wish, A","Children, Fantasy",1997,0120133,http://www.imdb.com/title/tt120133,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGMwZmZlOTQtMDZkMy00NTkxLWIwOTItYWZlMGQwYzM1ZTMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg",cVYQN5Al1ck,None,2
1584,Contact,"Drama, Sci-Fi",1997,0118884,http://www.imdb.com/title/tt118884,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWNkYmFiZjUtYmI3Ni00NzIwLTkxZjktN2ZkMjdhMzlkMDc3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",SRoj3jK37Vc,None,82
